"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
1187,"1","2023-06-26T14:13:14.139766Z",1828,"/data/upload/29/975f1df9-674.jpg","[{""x"":49.962574850299404,""y"":15.768463073852296,""width"":10.217065868263475,""height"":12.774451097804391,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":92.06595295878135,""y"":21.7564870259481,""width"":4.041831472356335,""height"":11.37724550898202,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",30.654,"2023-06-26T14:13:14.139796Z"
1188,"1","2023-06-26T14:14:09.355584Z",1829,"/data/upload/29/d1a52293-675.jpg","[{""x"":49.73802395209581,""y"":15.968063872255488,""width"":9.992514970059878,""height"":13.373253493013962,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":92.73964800104635,""y"":21.75648702594811,""width"":3.9295136756004103,""height"":11.576846307385216,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",29.934,"2023-06-26T14:14:09.355612Z"
1189,"1","2023-06-26T14:14:29.877828Z",1830,"/data/upload/29/7fc41992-676.jpg","[{""x"":49.73802395209581,""y"":15.968063872255488,""width"":10.441616766467071,""height"":13.772455089820358,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":93.41325834800294,""y"":23.353293413173652,""width"":3.9295560232545954,""height"":10.978043912175648,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",18.046,"2023-06-26T14:14:29.877858Z"
1190,"1","2023-06-26T14:14:53.572982Z",1832,"/data/upload/29/6173da40-678.jpg","[{""x"":49.962574850299404,""y"":13.17365269461078,""width"":10.778443113772461,""height"":13.97205588822355,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":94.76047904191617,""y"":20.159680638722556,""width"":4.491017964071858,""height"":12.375249500998002,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",17.404,"2023-06-26T14:14:53.573010Z"
1191,"1","2023-06-26T14:15:23.235252Z",1834,"/data/upload/29/6581abd7-680.jpg","[{""x"":49.288922155688624,""y"":11.776447105788424,""width"":11.452095808383241,""height"":15.369261477045907,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":95.65868263473041,""y"":19.76047904191614,""width"":4.341317365269446,""height"":12.774451097804421,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",26.466,"2023-06-26T14:15:23.235283Z"
1192,"1","2023-06-26T14:15:41.908337Z",1836,"/data/upload/29/18e48b8e-682.jpg","[{""x"":49.8502994011976,""y"":11.776447105788424,""width"":12.013473053892223,""height"":15.169660678642716,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",13.372,"2023-06-26T14:15:41.908372Z"
1193,"1","2023-06-26T14:16:00.400881Z",1837,"/data/upload/29/0f922e47-692.jpg","[{""x"":49.625748502993936,""y"":11.177644710578841,""width"":12.013473053892199,""height"":15.76846307385229,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":55.351796407185624,""y"":9.181636726546905,""width"":0.6736526946107873,""height"":1.3972055888223558,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",16.094,"2023-06-26T14:16:00.400913Z"
1194,"1","2023-06-26T14:16:14.883775Z",1839,"/data/upload/29/9b540259-694.jpg","[{""x"":48.50299401197605,""y"":8.582834331337326,""width"":12.238023952095816,""height"":15.968063872255486,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",11.335,"2023-06-26T14:16:14.883806Z"
1195,"1","2023-06-26T14:16:24.859536Z",1842,"/data/upload/29/98fbb30c-697.jpg","[{""x"":47.82934131736527,""y"":6.58682634730539,""width"":13.360778443113773,""height"":17.365269461077844,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.839,"2023-06-26T14:16:24.859572Z"
1196,"1","2023-06-26T14:16:39.903408Z",1845,"/data/upload/29/96ce710a-700.jpg","[{""x"":48.615269461077816,""y"":1.7964071856287431,""width"":15.381736526946103,""height"":20.15968063872256,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",11.014,"2023-06-26T14:16:39.903436Z"
1198,"1","2023-06-26T14:17:22.208245Z",1847,"/data/upload/29/100aefdd-708.jpg","[{""x"":48.95209580838325,""y"":0.998003992015968,""width"":16.392003830591527,""height"":19.960079840319363,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",14.509,"2023-06-26T14:17:22.208274Z"
1197,"1","2023-06-26T14:17:05.260003Z",1849,"/data/upload/29/706f560d-710.jpg","[{""x"":44.68562874251497,""y"":0,""width"":17.851796407185624,""height"":19.16167664670659,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",6.346,"2023-06-26T14:17:05.260031Z"
1199,"1","2023-06-26T14:17:45.105727Z",1853,"/data/upload/29/24f0cb52-734.jpg","[{""x"":88.80988023952096,""y"":27.14570858283433,""width"":5.726047904191617,""height"":8.982035928143716,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":67.58982035928143,""y"":8.383233532934133,""width"":12.9108296936236,""height"":19.960079840319374,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",17.07,"2023-06-26T14:17:45.105755Z"
1200,"1","2023-06-26T14:18:12.158361Z",1854,"/data/upload/29/abc77d04-735.jpg","[{""x"":75.67365269461077,""y"":26.946107784431135,""width"":5.726047904191617,""height"":9.580838323353278,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":53.55538922155686,""y"":8.582834331337326,""width"":13.136227544910165,""height"":19.56087824351297,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",22.532,"2023-06-26T14:18:12.158390Z"
1201,"1","2023-06-26T14:18:57.319806Z",1856,"/data/upload/29/b1f462b1-737.jpg","[{""x"":53.667707018312896,""y"":24.750499001995998,""width"":6.511933700250025,""height"":9.780439121756457,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":30.538837460380297,""y"":5.588822355289421,""width"":13.248587689320274,""height"":20.35928143712575,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",37.74,"2023-06-26T14:18:57.319834Z"
1202,"1","2023-06-26T14:19:20.830341Z",1858,"/data/upload/29/f0f1e7af-744.jpg","[{""x"":53.77994011976048,""y"":24.75049900199601,""width"":6.5119760479041915,""height"":9.381237524950105,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":30.538922155688603,""y"":5.189620758483035,""width"":13.24850299401196,""height"":19.96007984031936,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",20.24,"2023-06-26T14:19:20.830384Z"
1203,"1","2023-06-26T14:19:46.377037Z",1862,"/data/upload/29/51ddcd8f-751.jpg","[{""x"":50.29940119760479,""y"":21.756487025948104,""width"":6.736526946107787,""height"":9.780439121756487,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":24.476047904191624,""y"":0,""width"":14.483532934131738,""height"":21.756487025948104,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",22.0,"2023-06-26T14:19:46.377062Z"
1204,"1","2023-06-26T14:20:00.237763Z",1865,"/data/upload/29/a90e972d-754.jpg","[{""x"":47.38023952095807,""y"":22.15568862275449,""width"":7.2978194963084855,""height"":10.17964071856287,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720},{""x"":17.17814371257485,""y"":0,""width"":15.494011976047897,""height"":19.760479041916167,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",20.171,"2023-06-26T14:20:09.643339Z"
1205,"1","2023-06-26T14:20:34.409067Z",1868,"/data/upload/29/e14766d3-757.jpg","[{""x"":48.390718562874255,""y"":22.155688622754475,""width"":7.859281437125744,""height"":10.379241516966072,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",22.463,"2023-06-26T14:20:34.409096Z"
1206,"1","2023-06-26T14:21:58.611102Z",1869,"/data/upload/29/75de9946-762.jpg","[{""x"":47.717065868263475,""y"":19.760479041916167,""width"":7.971556886227546,""height"":11.576846307385232,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",79.949,"2023-06-26T14:21:58.611133Z"
1207,"1","2023-06-26T14:22:47.950686Z",1870,"/data/upload/29/850f0a7a-763.jpg","[{""x"":48.05389221556889,""y"":19.16167664670658,""width"":7.971556886227547,""height"":10.77844311377246,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",11.671,"2023-06-26T14:22:47.950718Z"
1208,"1","2023-06-26T14:23:08.655611Z",1871,"/data/upload/29/8243b858-764.jpg","[{""x"":45.583917030637636,""y"":18.962075848303392,""width"":8.083747640021038,""height"":11.377245508982046,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",18.26,"2023-06-26T14:23:08.655641Z"
1209,"1","2023-06-26T14:23:19.898357Z",1872,"/data/upload/29/4acd4ba6-765.jpg","[{""x"":47.82934131736527,""y"":18.7624750499002,""width"":8.308383233532936,""height"":11.377245508982039,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.479,"2023-06-26T14:23:19.898385Z"
1210,"1","2023-06-26T14:23:52.281001Z",1873,"/data/upload/29/afa0c086-766.jpg","[{""x"":50.636227544910184,""y"":18.7624750499002,""width"":8.08383233532934,""height"":11.377245508982039,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",2.562,"2023-06-26T14:23:52.281029Z"
1211,"1","2023-06-26T14:24:33.230567Z",1874,"/data/upload/29/bf378f30-767.jpg","[{""x"":51.42228273158519,""y"":18.562874251497004,""width"":8.532807088774078,""height"":11.776447105788428,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",38.859,"2023-06-26T14:24:33.230626Z"
1212,"1","2023-06-26T14:24:50.650043Z",1876,"/data/upload/29/64a4d1e9-769.jpg","[{""x"":49.1766467065868,""y"":16.966067864271448,""width"":9.431095376896767,""height"":12.574850299401206,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.989,"2023-06-26T14:24:50.650073Z"
1213,"1","2023-06-26T14:25:39.608947Z",1877,"/data/upload/29/0961cd1e-770.jpg","[{""x"":49.17664670658683,""y"":17.56487025948104,""width"":9.431137724550894,""height"":12.774451097804391,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.558,"2023-06-26T14:25:39.608979Z"
1214,"1","2023-06-26T14:25:52.615236Z",1878,"/data/upload/29/479942d8-771.jpg","[{""x"":47.717065868263475,""y"":15.369261477045908,""width"":9.767964071856284,""height"":13.572854291417164,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.656,"2023-06-26T14:25:52.615265Z"
1215,"1","2023-06-26T14:28:17.043517Z",1879,"/data/upload/29/c7aa7784-772.jpg","[{""x"":47.941616766467064,""y"":15.968063872255488,""width"":9.655688622754504,""height"":13.373253493013973,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.78,"2023-06-26T14:28:17.043551Z"
1216,"1","2023-06-26T14:28:26.688963Z",1880,"/data/upload/29/c2d7519a-776.jpg","[{""x"":48.053892215568865,""y"":15.768463073852296,""width"":9.880239520958085,""height"":12.974051896207584,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.246,"2023-06-26T14:28:26.688990Z"
1217,"1","2023-06-26T14:28:37.103731Z",1882,"/data/upload/29/38dc8e2c-778.jpg","[{""x"":46.369760479041915,""y"":13.572854291417165,""width"":10.329341317365277,""height"":13.972055888223554,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.937,"2023-06-26T14:28:37.103761Z"
1218,"1","2023-06-26T14:28:56.576136Z",1883,"/data/upload/29/cacaf47d-779.jpg","[{""x"":47.71706586826349,""y"":14.17165668662674,""width"":10.441616766467064,""height"":14.171656686626749,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",14.8,"2023-06-26T14:28:56.576163Z"
1219,"1","2023-06-26T14:29:15.144239Z",1884,"/data/upload/29/fc4c7785-780.jpg","[{""x"":47.82929896971112,""y"":13.37325349301397,""width"":10.778485461426609,""height"":14.770459081836322,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",16.482,"2023-06-26T14:29:15.144271Z"
1220,"1","2023-06-26T14:29:29.387339Z",1885,"/data/upload/29/50a69da9-781.jpg","[{""x"":46.03293413173651,""y"":12.17564870259481,""width"":11.676646706586828,""height"":15.568862275449103,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.668,"2023-06-26T14:29:29.387369Z"
1221,"1","2023-06-26T14:29:38.899296Z",1886,"/data/upload/29/695d6965-782.jpg","[{""x"":44.12425149700599,""y"":11.377245508982035,""width"":12.013473053892213,""height"":15.968063872255492,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.193,"2023-06-26T14:29:38.899324Z"
1222,"1","2023-06-26T14:29:49.020144Z",1887,"/data/upload/29/15f779fc-783.jpg","[{""x"":43.787425149700596,""y"":9.580838323353294,""width"":12.35029940119761,""height"":16.96606786427146,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.703,"2023-06-26T14:29:49.020176Z"
1223,"1","2023-06-26T14:29:59.407729Z",1888,"/data/upload/29/c50e7d5f-784.jpg","[{""x"":46.482035928143716,""y"":8.183632734530939,""width"":13.585329341317362,""height"":17.76447105788423,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.07,"2023-06-26T14:29:59.407758Z"
1224,"1","2023-06-26T14:30:14.296866Z",1889,"/data/upload/29/125a0f74-785.jpg","[{""x"":46.4820359281437,""y"":7.784431137724551,""width"":13.697562442765019,""height"":18.36327345309381,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",12.45,"2023-06-26T14:30:14.296896Z"
1225,"1","2023-06-26T14:30:32.627328Z",1890,"/data/upload/29/2f4737e5-786.jpg","[{""x"":46.14520958083829,""y"":7.784431137724542,""width"":13.922155688622743,""height"":17.964071856287433,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.664,"2023-06-26T14:30:32.627356Z"
1226,"1","2023-06-26T14:30:45.802752Z",1891,"/data/upload/29/bd576808-788.jpg","[{""x"":46.36976047904191,""y"":7.58483033932136,""width"":13.697604790419158,""height"":18.163672654690615,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",11.066,"2023-06-26T14:30:45.802780Z"
1227,"1","2023-06-26T14:30:55.188331Z",1892,"/data/upload/29/ac42f0d5-790.jpg","[{""x"":46.03293413173653,""y"":6.986027944111776,""width"":13.922155688622752,""height"":18.36327345309381,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",6.979,"2023-06-26T14:30:55.188361Z"
1228,"1","2023-06-26T14:31:08.210754Z",1893,"/data/upload/29/c576d268-810.jpg","[{""x"":44.91017964071857,""y"":4.191616766467066,""width"":13.922155688622759,""height"":18.16367265469062,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",10.622,"2023-06-26T14:31:08.210784Z"
1229,"1","2023-06-26T14:31:25.383908Z",1894,"/data/upload/29/d84e5e41-811.jpg","[{""x"":42.32784431137722,""y"":3.1936127744510974,""width"":14.595723687925247,""height"":18.96207584830339,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",25.309,"2023-06-26T14:31:35.960476Z"
1230,"1","2023-06-26T14:31:46.238542Z",1895,"/data/upload/29/857c7899-812.jpg","[{""x"":42.21556886227545,""y"":1.1976047904191618,""width"":15.494011976047915,""height"":19.96007984031936,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",8.106,"2023-06-26T14:31:46.238572Z"
1231,"1","2023-06-26T14:31:55.818166Z",1896,"/data/upload/29/5d9bc9a3-813.jpg","[{""x"":39.85778443113773,""y"":0,""width"":16.84131736526946,""height"":20.758483033932134,""rotation"":0,""rectanglelabels"":[""Right""],""original_width"":1280,""original_height"":720}]",7.272,"2023-06-26T14:31:55.818198Z"
1232,"1","2023-06-26T14:32:29.924262Z",1904,"/data/upload/29/8c21ce40-931.jpg","[{""x"":49.17664670658683,""y"":22.355289421157686,""width"":6.848802395209582,""height"":9.780439121756487,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.095,"2023-06-26T14:32:29.924295Z"
1233,"1","2023-06-26T14:32:39.377414Z",1905,"/data/upload/29/238b28d9-932.jpg","[{""x"":48.952095808383234,""y"":22.55489021956088,""width"":7.41017964071856,""height"":9.580838323353294,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",7.107,"2023-06-26T14:32:39.377443Z"
1234,"1","2023-06-26T14:32:53.803810Z",1906,"/data/upload/29/10549424-933.jpg","[{""x"":48.952095808383234,""y"":22.55489021956088,""width"":7.185628742514972,""height"":9.381237524950098,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",11.352,"2023-06-26T14:32:53.803839Z"
1235,"1","2023-06-26T14:33:11.189700Z",1908,"/data/upload/29/03b76ae2-945.jpg","[{""x"":50.29940119760479,""y"":20.35928143712575,""width"":7.185628742514972,""height"":9.980039920159683,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.345,"2023-06-26T14:33:11.189727Z"
1236,"1","2023-06-26T14:33:23.716995Z",1909,"/data/upload/29/e067c701-946.jpg","[{""x"":53.1062874251497,""y"":18.562874251497004,""width"":7.7470059880239575,""height"":10.778443113772457,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",10.18,"2023-06-26T14:33:23.717024Z"
1237,"1","2023-06-26T14:34:12.368248Z",1910,"/data/upload/29/b8955099-947.jpg","[{""x"":54.22904191616767,""y"":21.35728542914172,""width"":7.859281437125752,""height"":10.778443113772454,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",25.027,"2023-06-26T14:34:12.368281Z"
1238,"1","2023-06-26T14:34:46.210276Z",1911,"/data/upload/29/7aa2f9c5-948.jpg","[{""x"":51.19760479041916,""y"":20.55888223552894,""width"":7.859281437125752,""height"":11.177644710578843,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",18.804,"2023-06-26T14:34:46.210305Z"
1239,"1","2023-06-26T14:34:58.223746Z",1912,"/data/upload/29/279f6903-949.jpg","[{""x"":52.20812617998946,""y"":18.962075848303392,""width"":8.420616334980547,""height"":11.377245508982034,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",9.443,"2023-06-26T14:34:58.223781Z"
1240,"1","2023-06-26T14:35:10.913150Z",1913,"/data/upload/29/9aed21c8-950.jpg","[{""x"":49.962574850299404,""y"":18.163672654690618,""width"":8.532934131736525,""height"":11.77644710578842,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.708,"2023-06-26T14:35:10.913188Z"
1241,"1","2023-06-26T14:35:22.525890Z",1914,"/data/upload/29/06b840e7-951.jpg","[{""x"":49.962574850299404,""y"":20.159680638722556,""width"":8.64520958083832,""height"":12.175648702594806,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.907,"2023-06-26T14:35:22.525918Z"
1242,"1","2023-06-26T14:35:33.962758Z",1915,"/data/upload/29/ec7360eb-952.jpg","[{""x"":52.99401197604791,""y"":18.36327345309381,""width"":9.206586826347305,""height"":12.375249500998006,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",8.965,"2023-06-26T14:35:33.962789Z"
1243,"1","2023-06-26T14:36:12.968028Z",1916,"/data/upload/29/338f9320-953.jpg","[{""x"":52.20812617998949,""y"":17.56487025948105,""width"":9.318819927794946,""height"":12.774451097804393,""rotation"":0,""rectanglelabels"":[""Stop""],""original_width"":1280,""original_height"":720}]",36.491,"2023-06-26T14:36:12.968057Z"
